Startup,Industry,Technology,Region,Employee count,Total funding €,Website
THRUWIND TECHNOLOGIES,"Environment & Energy (GreenTech, CleanTech)","Cleantech, Hardware",Peloponnese,1,-
Ticketseller P.C.,Travel / Hospitality / Leisure,"Cloud Computing, Networks, Software, Web or Mobile Application",Attica,2,57K
"TileDB, Inc.",Data Analytics - Big Data,"AI, Cloud Computing, Data Analytics - Big Data, Software",Attica,50,16.3M
TIPOUKEITOS IKE,LegalTech / RegTech,"Cloud Computing, Software, Web or Mobile Application",Attica,1,-
Toorbee Technologies SMPC,Travel / Hospitality / Leisure,"Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,8,2.16M
Top Town,Advertising & Marketing (AdTech),Web or Mobile Application,Attica,3,-
TOURLIFE.EU PC,Travel / Hospitality / Leisure,"Data Analytics - Big Data, IoT, Networks, Web or Mobile Application",Attica,1,-
TRAIN ME TECH ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε,Other,"Hardware, IoT, Sensors, Software, Web or Mobile Application",Attica,3,320K
TRAQBEAT TECHNOLOGIES PC,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Hardware, IoT, Networks, Sensors, Software, Web or Mobile Application",Crete,4,-
Travel Food People,Travel / Hospitality / Leisure,Web or Mobile Application,Attica,2,100K
TRAVEL POWER AE,Travel / Hospitality / Leisure,Data Analytics - Big Data,Attica,18,-
Travel2Fit,Travel / Hospitality / Leisure,"AI, Cloud Computing, Data Analytics - Big Data, Web or Mobile Application",Central Macedonia,-,127K
Travelmyth,Travel / Hospitality / Leisure,"AI, Data Analytics - Big Data, Web or Mobile Application",Attica,9,-
Travelr,Travel / Hospitality / Leisure,"AI, Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,6,-
Trimsignal,Other,"AI, Cloud Computing, Hardware, IoT",Attica,4,-
Triparound,Travel / Hospitality / Leisure,"AI, Cloud Computing, Data Analytics - Big Data, IoT, Software, Web or Mobile Application",Attica,23,1.77M
Troosh IKE,EduTech - Education,"AI, Software, Web or Mobile Application",Attica,3,-
TRUEVOYAGERS PRIVATE COMPANY,Advertising & Marketing (AdTech),"Other, Web or Mobile Application",Attica,-,10K
TSOUKAKIS SOFTWARE TECHNOLOGIES AND SERVICES,FinTech – Financial Services (WealthTech),"Cloud Computing, Data Analytics - Big Data, Other, Software, Web or Mobile Application",Crete,3,-
Tutobo Smart Toys,EduTech - Education,"Robotics, Sensors, Web or Mobile Application",Attica,-,85K
TWOBULL MEDITHERAPY P.C.,"Life Sciences (MedTech, HealthTech, BioTech)",Diagnostic/Imaging,Western Greece,2,1M
UCANDRONE SA,Manufacturing,"Drones, Robotics, Sensors",Attica,10,-
UME MONOΠΡΟΣΩΠΗ ΙΚΕ,"Art, Cultural & Creative Industries",Other,Attica,1,-
UNIVEYE Ι.Κ.Ε.,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Cloud Computing, Data Analytics - Big Data, Diagnostic/Imaging, Hardware, IoT, Sensors, Software, Web or Mobile Application",Epirus,8,391K
Unlimited Adrenaline,Travel / Hospitality / Leisure,"Software, Web or Mobile Application",Attica,4,3K
up2metric P.C.,Other,"AI, AR/VR, Data Analytics - Big Data, Diagnostic/Imaging, Drones, IoT, Robotics, Software",Attica,6,-
UPIRIA,Travel / Hospitality / Leisure,"Software, Web or Mobile Application",Thessaly,3,-
UPSELL MONOPROSOPI IKE,Travel / Hospitality / Leisure,"AI, Cloud Computing, Data Analytics - Big Data, Software, Web or Mobile Application",North Aegean,8,-
UPSTREET,Travel / Hospitality / Leisure,"Data Analytics - Big Data, Other, Web or Mobile Application",Attica,15,350K
UrbanHype,Other,Software,Attica,-,-
Useberry,Other,"Data Analytics - Big Data, Software",Attica,12,200K
V.P. PROJECT ONE LTD,Maritime,"AI, Blockchain, Cloud Computing, Data Analytics - Big Data, IoT, Software, Web or Mobile Application",Attica,6,-
Vado - Pencilcase IKE,EduTech - Education,"AI, Cloud Computing, Software, Web or Mobile Application",Attica,3,-
VALUELENZ,RetailTech – E-Commerce - FashionTech,"AI, Data Analytics - Big Data, Other, Software",Central Macedonia,12,-
Vehicle Performance Rating (VPR IKE),"Entertainment/Media (Games, Sports, Social)","3D Printing, AI, Cloud Computing, Hardware, IoT, Sensors, Software, Web or Mobile Application",Attica,-,9K
Vendora.gr,RetailTech – E-Commerce - FashionTech,"AI, Web or Mobile Application",Attica,15,-
Vertitech S.A. - Classter,EduTech - Education,Cloud Computing,Eastern Macedonia and Thrace,30,750K
VERTLINER P.C.,"Real Estate (PropTech, Construction)","AI, Cloud Computing, Data Analytics - Big Data, Drones, Hardware, Robotics, Web or Mobile Application",Attica,6,250K
VesselBot,Maritime,"AI, Data Analytics - Big Data, Software",Attica,8,-
Vesseljoin,Maritime,"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,8,-
"Vivante Health, Inc.","Life Sciences (MedTech, HealthTech, BioTech)","Hardware, Web or Mobile Application",Attica,32,12.43M
VIVESTIA BOOKING AND METASEARCH PLATFORM IKE,Advertising & Marketing (AdTech),"AR/VR, Web or Mobile Application",Attica,3,-
VSALE P.C.,Advertising & Marketing (AdTech),"Software, Web or Mobile Application",Attica,3,300K
Wadata,Advertising & Marketing (AdTech),"Data Analytics - Big Data, Software",Attica,2,-
WAPPIER PLATFORMS AND SERVICES ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,Data Analytics - Big Data,"AI, AR/VR, Data Analytics - Big Data, Software",Attica,103,-
Wardrobly Single Member P.C.,RetailTech – E-Commerce - FashionTech,Web or Mobile Application,Attica,1,-
"We provide tools for fast, reliable motion capture","Entertainment/Media (Games, Sports, Social)","AI, Hardware, Sensors, Software",Attica,17,-
WeAreTravelers,Travel / Hospitality / Leisure,"AI, Software, Web or Mobile Application",Attica,2,20K
Weasic Microelectronics S.A.,Other,"Hardware, Nanotech, Sensors",Attica,28,-
WECOOK SA,AgriTech / FoodTech,Attica,5,393K
Wedding Agenda P.C.,Travel / Hospitality / Leisure,"AI, Software, Web or Mobile Application",Attica,2,-
Welcome Pickups,Travel / Hospitality / Leisure,Web or Mobile Application,Attica,25,-
Wellbee Medical Data,InsurTech - Insurance,"Blockchain, Cloud Computing, Data Analytics - Big Data, Networks, Software, Web or Mobile Application",Attica,8,350K
What If / Digital Transformation,RetailTech – E-Commerce - FashionTech,"Cloud Computing, Software, Web or Mobile Application",Attica,3,-
whoopee,Data Analytics - Big Data,"AI, Data Analytics - Big Data",Attica,3,-
Wikifarmer IKE,AgriTech / FoodTech,Other,Attica,14,-
WILD FERMENTS P.C.,AgriTech / FoodTech,Other,Western Greece,2,-
WINNER BATTERY HELLAS SMPC,"Environment & Energy (GreenTech, CleanTech)","Cleantech, Other",Attica,16,-
Woli Operations IKE,FinTech – Financial Services (WealthTech),"Software, Web or Mobile Application",Attica,7,850K
Workadu,RetailTech – E-Commerce - FashionTech,"Software, Web or Mobile Application",South Aegean,3,-
Workathlon,Human Resources,"AI, Software, Web or Mobile Application",Attica,8,-
WRAPP,"Art, Cultural & Creative Industries","AI, Blockchain, Data Analytics - Big Data, Other, Software, Web or Mobile Application",Attica,10,50K
www.nutree.gr,AgriTech / FoodTech,Other,Attica,12,-
Wysely,FinTech – Financial Services (WealthTech),"AI, Data Analytics - Big Data",Attica,3,-
XΗΑLE ΜΟΝ.Α.Ε.,"Life Sciences (MedTech, HealthTech, BioTech)","AI, Hardware, Nanotech, Software",Attica,50,-
Yiufi ΑΕ,Advertising & Marketing (AdTech),"Software, Web or Mobile Application",Attica,2,-
YOLT LABS P.C.,Data Analytics - Big Data,"AI, Cloud Computing, Data Analytics - Big Data, IoT, Networks, Other, Sensors, Software, Web or Mobile Application",Attica,5,-
YOOP PC,Advertising & Marketing (AdTech),"Cloud Computing, Web or Mobile Application",Attica,5,-
Your Therapist P.C,"Life Sciences (MedTech, HealthTech, BioTech)",Web or Mobile Application,Attica,-,-
YOUTH LAB. S.A.,Other,Other,Attica,11,750K
Ysoft Informatics S.A. (Ysoft S.A.),FinTech – Financial Services (WealthTech),"Blockchain, Software, Web or Mobile Application",Central Macedonia,16,-
ZANTEWEB IT & DEVELOPMENT IKE,Travel / Hospitality / Leisure,"Software, Web or Mobile Application",Ionian Islands,2,-
ZELUS ΙΚΕ,Data Analytics - Big Data,"AI, Data Analytics - Big Data, Software, Web or Mobile Application",Attica,6,-
